gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2142,3520,2055,2911,72.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,891,115.8,8424.9,0
2142,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,45.75,45.75,1
2142,3520,2157,2911,7.0,401,401,1438,1200,1864,1425,2065,1676,1673,870,1685,962,35.3,264.8,0
2070,3520,2055,1301,55.0,3811,2011,1867,2105,1441,1425,1240,1629,1632,870,2527,891,103.7,5656.75,0
2142,3520,2055,1301,11.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,64.622374368519,225.75,0
2142,3520,2055,2911,42.0,3811,1800,1438,1200,1864,1880,1240,1629,1632,870,1685,927,80.45,3375.9,0
2070,3520,2157,2911,6.0,3811,2011,1867,2105,1864,1425,1240,1676,1632,2345,2527,1432,89.25,487.05,0
2070,3520,2055,1301,68.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,997,2527,927,103.75,7039.45,0
2142,3520,2055,1301,72.0,3811,1800,1867,1200,1441,1425,2065,1629,1632,997,2527,891,64.622374368519,7966.9,0
2070,3520,2157,2911,35.0,3811,1800,1438,1200,1864,1425,1240,1629,1632,870,2527,927,85.95,3110.1,1
2070,3520,2055,1301,11.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,25.0,300.7,0
2070,3520,2055,1301,7.0,3811,2011,1438,1200,1441,1425,2065,1629,1673,870,1685,1432,69.45,477.05,0
2142,3520,2055,1301,68.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,1432,113.15,7856,1
2142,3520,2157,2911,53.0,3811,2011,1438,2105,1864,1425,2065,1676,1632,870,2527,1432,61.1,3357.9,0
2142,692,2157,2911,18.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,64.622374368519,1752.55,1
2070,3520,2157,2911,3.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,70.25,229.7,0
2142,3520,2055,2911,64.0,3811,1800,1867,1200,1864,1425,1240,1629,1632,870,2527,962,108.5,6880.85,0
2142,3520,2055,1301,25.0,3811,2011,907,907,907,907,907,907,907,2345,2527,962,19.15,477.6,0
2142,692,2055,2911,10.0,3811,2011,1867,1200,1864,1880,2065,1676,1673,2345,1685,1432,75.3,720.45,0
2070,3520,2055,2911,12.0,401,401,1438,2105,1864,1425,2065,1629,1632,2345,2527,891,49.85,617.15,0
2070,3520,2055,1301,5.0,401,401,1438,2105,1441,1880,2065,1676,1673,2345,2527,1432,30.5,167.2,0
2142,3520,2055,1301,61.0,3811,2011,1867,2105,1441,1880,1240,1629,1632,870,2527,891,98.45,6145.2,0
2142,692,2157,2911,22.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,96.7,2082.95,1
2070,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,962,44.75,44.75,0
2142,3520,2157,1301,32.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,20.5,696.8,0
2142,692,2055,2911,24.0,401,401,1438,2105,1864,1425,1240,1676,1673,2345,1685,962,34.25,828.2,0
2142,3520,2055,1301,49.0,401,401,1438,2105,1441,1880,2065,1629,1632,870,2527,891,51.8,2541.25,1
2070,3520,2157,2911,45.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,2345,2527,1432,115.65,5125.5,0
2142,3520,2055,2911,47.0,3811,1800,1867,1200,1864,1425,1240,1629,1632,870,2527,927,110.85,5275.8,1
2070,3520,2055,1301,6.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.7,94.45,0
2142,3520,2157,2911,1.0,3811,2011,1438,2105,1441,1880,2065,1676,1673,2345,2527,1432,50.75,50.75,1
2142,3520,2157,2911,63.0,3811,2011,1438,1200,1441,1425,1240,1629,1632,997,2527,891,86.7,5309.5,0
2070,3520,2055,1301,8.0,3811,2011,907,907,907,907,907,907,907,997,1685,891,19.5,159.35,0
2142,3520,2157,1301,18.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,927,45.65,747.2,0
2142,3520,2157,2911,1.0,3811,1800,907,907,907,907,907,907,907,2345,2527,962,24.05,24.05,1
2142,3520,2157,2911,2.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.4,50.6,0
2142,692,2055,2911,72.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,870,2527,927,97.25,7133.1,0
2142,3520,2055,1301,18.0,3811,2011,907,907,907,907,907,907,907,870,1685,891,20.05,345.9,0
2142,692,2055,2911,12.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,1432,101.35,1218.55,1
2070,3520,2055,1301,71.0,3811,1800,1438,1200,1441,1425,1240,1629,1632,997,1685,962,91.05,6293.75,0
2142,3520,2055,1301,67.0,3811,2011,1438,1200,1864,1425,1240,1676,1673,997,2527,891,60.4,3953.7,0
2142,3520,2055,2911,31.0,3811,2011,1438,1200,1441,1425,1240,1676,1632,870,2527,927,75.5,2424.45,0
2142,3520,2157,1301,3.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.85,60.65,0
2070,3520,2055,2911,49.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,2345,2527,927,52.15,2583.75,0
2070,3520,2055,1301,60.0,401,401,1438,1200,1864,1425,1240,1629,1632,997,1685,927,59.85,3590.2,0
2070,3520,2055,1301,23.0,3811,1800,1438,1200,1864,1425,1240,1629,1673,997,2527,891,77.15,1759.4,0
2070,3520,2055,2911,2.0,3811,2011,1438,1200,1864,1880,2065,1676,1632,2345,2527,962,62.15,113.1,0
2142,3520,2055,2911,70.0,3811,2011,1438,1200,1441,1425,1240,1676,1673,997,1685,927,64.95,4523.25,0
2142,692,2157,2911,9.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,927,99.45,919.4,1
2142,3520,2157,2911,19.0,3811,2011,1867,2105,1864,1880,1240,1676,1632,870,2527,927,87.7,1725.95,0
2142,3520,2055,1301,18.0,3811,2011,907,907,907,907,907,907,907,870,1685,891,19.8,342.3,0
2070,3520,2055,2911,56.0,3811,1800,1867,1200,1864,1880,2065,1629,1632,870,2527,1432,98.0,5270.6,0
2070,3520,2157,2911,50.0,3811,2011,1867,2105,1441,1880,1240,1629,1632,997,2527,962,100.2,5038.45,0
2070,3520,2055,1301,52.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,19.6,1012.4,0
2070,3520,2055,1301,11.0,401,401,1438,1200,1864,1880,2065,1676,1673,2345,2527,1432,29.6,346.45,0
2142,3520,2157,2911,12.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,891,64.622374368519,518.9,1
2142,3520,2055,2911,69.0,3811,1800,1867,2105,1441,1880,1240,1629,1673,997,2527,962,92.45,6460.55,0
2070,3520,2055,2911,57.0,3811,1800,1867,1200,1864,1880,2065,1629,1632,2345,2527,1432,99.65,5497.05,0
2142,3520,2055,2911,4.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,74.65,301.4,1
2070,3520,2055,2911,46.0,3811,1800,1438,1200,1864,1880,2065,1676,1673,2345,1685,891,64.622374368519,2473.95,0
2142,3520,2055,1301,26.0,3811,2011,1438,2105,1864,1425,2065,1676,1673,870,1685,962,50.35,1285.8,0
2070,3520,2157,2911,40.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,1685,927,74.8,2971.7,0
2142,692,2055,2911,40.0,3811,1800,1867,1200,1864,1880,2065,1629,1632,2345,1685,1432,101.85,4086.3,1
2070,3520,2157,2911,14.0,3811,2011,1867,2105,1864,1425,2065,1676,1673,2345,1685,1432,75.35,1025.95,1
2070,3520,2157,2911,54.0,3811,2011,907,907,907,907,907,907,907,997,2527,962,20.5,1035.7,0
2142,3520,2157,2911,24.0,3811,2011,1438,1200,1864,1880,1240,1676,1673,2345,1685,1432,54.95,1348.5,0
2142,692,2055,2911,22.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,891,89.75,1938.9,0
2142,3520,2055,2911,60.0,3811,2011,1867,2105,1441,1880,2065,1629,1632,870,2527,1432,94.4,5610.25,1
2142,3520,2157,2911,58.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,870,2527,1432,104.65,6219.6,1
2070,3520,2157,2911,5.0,3811,1800,1867,2105,1441,1880,2065,1629,1673,2345,2527,1432,90.8,455.5,1
2142,692,2055,2911,32.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,85.0,2642.05,1
2142,3520,2157,2911,9.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,962,70.05,657.5,0
2070,3520,2157,2911,71.0,3811,1800,907,907,907,907,907,907,907,997,1685,1432,24.55,1719.15,0
2070,692,2055,2911,12.0,3811,1800,1867,2105,1441,1425,2065,1629,1673,2345,2527,1432,98.1,1060.2,1
2142,692,2157,2911,5.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,89.5,477.7,1
2142,3520,2055,1301,22.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.95,433.5,0
2142,3520,2055,2911,41.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,80.25,3439,0
2070,3520,2157,2911,20.0,3811,2011,907,907,907,907,907,907,907,2345,2527,927,18.9,347.65,0
2142,3520,2055,1301,71.0,3811,1800,907,907,907,907,907,907,907,997,1685,927,23.9,1626.4,0
2070,3520,2055,2911,34.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,97.65,3207.55,1
2142,3520,2055,2911,51.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,94.65,4812.75,1
2070,3520,2157,2911,11.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,1685,927,48.55,501,1
2070,3520,2055,1301,30.0,3811,2011,1438,1200,1864,1880,1240,1676,1632,2345,1685,891,66.3,1923.5,0
2142,3520,2055,2911,29.0,3811,2011,1867,2105,1864,1425,2065,1676,1673,2345,2527,927,64.622374368519,2263.4,0
2070,3520,2055,1301,64.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,870,1685,1432,113.35,7222.75,0
2142,3520,2157,2911,33.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,68.25,2171.15,1
2142,3520,2157,2911,52.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,19.65,1025.05,0
2142,3520,2055,2911,65.0,3811,1800,1867,1200,1864,1425,2065,1629,1632,2345,2527,1432,104.25,6812.95,0
2142,692,2055,2911,1.0,3811,1800,1867,1200,1864,1880,2065,1676,1673,2345,2527,1432,80.3,80.3,1
2142,3520,2055,1301,53.0,3811,1800,1438,2105,1864,1425,1240,1629,1632,870,2527,962,78.75,3942.45,0
2070,3520,2055,1301,72.0,3811,1800,907,907,907,907,907,907,907,997,1685,962,24.9,1859.2,0
2070,692,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,70.2,70.2,0
2142,3520,2157,2911,11.0,3811,2011,1438,2105,1864,1425,2065,1629,1632,2345,2527,1432,69.35,712.25,0
2142,3520,2055,1301,60.0,3811,2011,1438,1200,1441,1425,2065,1676,1673,997,1685,891,60.5,3694.45,0
2070,3520,2157,2911,48.0,3811,1800,907,907,907,907,907,907,907,870,1685,891,24.35,1133.7,0
2142,3520,2055,2911,24.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,104.65,2542.45,1
2142,3520,2157,2911,7.0,3811,2011,907,907,907,907,907,907,907,2345,1685,1432,19.25,112.3,1
2142,3520,2157,1301,40.0,3811,2011,1438,1200,1441,1880,2065,1676,1673,2345,2527,962,55.25,2139.2,1
2070,3520,2157,2911,41.0,3811,2011,1438,1200,1864,1425,1240,1629,1632,870,2527,891,79.85,3320.75,0
2142,692,2055,2911,71.0,401,401,1438,2105,1441,1425,2065,1629,1632,2345,2527,891,52.3,3765.05,0
2142,692,2055,2911,41.0,3811,1800,1867,1200,1864,1425,2065,1676,1673,2345,2527,891,83.75,3273.55,1
2070,3520,2157,1301,25.0,3811,2011,1438,2105,1441,1880,1240,1676,1673,870,2527,927,54.75,1266.35,0
2070,3520,2157,2911,5.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,1685,1432,75.55,413.65,1
2142,3520,2157,2911,56.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,1685,1432,98.6,5581.05,0
2142,3520,2055,1301,68.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,870,2527,927,101.05,6770.5,0
2142,692,2055,2911,29.0,3811,1800,1867,2105,1864,1880,2065,1676,1632,2345,2527,1432,84.3,2357.75,0
2142,3520,2157,2911,48.0,3811,2011,1438,2105,1441,1425,1240,1629,1632,997,1685,927,78.9,3771.5,0
2070,3520,2055,2911,2.0,3811,2011,1867,1200,1441,1880,2065,1629,1673,2345,1685,1432,90.35,190.5,0
2070,692,2157,2911,28.0,3811,1800,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,106.15,3152.5,1
2142,3520,2157,2911,25.0,3811,2011,1438,1200,1441,1880,1240,1629,1632,2345,2527,962,79.0,1902,0
2142,692,2055,2911,24.0,3811,1800,1867,1200,1864,1880,2065,1676,1673,2345,2527,1432,78.85,1772.25,1
2142,3520,2157,2911,1.0,401,401,1438,2105,1864,1880,2065,1676,1632,2345,2527,891,35.25,35.25,1
2142,3520,2157,2911,4.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.7,117.8,0
2142,692,2055,2911,21.0,3811,2011,1438,1200,1441,1880,2065,1676,1632,2345,2527,891,64.622374368519,1339.8,0
2070,3520,2055,1301,43.0,3811,2011,1438,1200,1864,1425,2065,1629,1632,997,1685,891,75.2,3254.35,0
2070,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.4,20.4,1
2142,3520,2157,2911,14.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,92.9,1337.45,0
2142,3520,2055,1301,34.0,3811,1800,1438,2105,1864,1425,2065,1629,1632,870,1685,891,77.2,2753.8,0
2142,3520,2157,2911,4.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.75,78.3,0
2142,692,2055,2911,27.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,75.5,1893.95,1
2070,3520,2157,2911,2.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,2527,962,79.65,152.7,1
2070,692,2055,2911,43.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,870,2527,1432,107.55,4533.9,1
2142,3520,2157,2911,9.0,3811,2011,1438,1200,1864,1425,1240,1629,1673,2345,2527,962,69.5,653.25,0
2142,692,2157,2911,15.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,2527,1432,64.622374368519,1074.3,1
2070,3520,2157,2911,53.0,3811,2011,1867,2105,1441,1425,2065,1629,1632,870,2527,962,100.3,5200.8,0
2070,692,2055,2911,25.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,69.3,1813.1,0
2070,692,2055,1301,48.0,3811,2011,1867,1200,1864,1425,1240,1629,1632,2345,2527,1432,104.5,5068.05,0
2142,692,2157,2911,4.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,70.65,293.85,0
2070,3520,2157,2911,63.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,870,1685,891,99.9,6137,1
2142,3520,2055,1301,62.0,3811,1800,907,907,907,907,907,907,907,997,2527,891,64.622374368519,1424.6,0
2142,3520,2055,2911,49.0,3811,1800,1438,1200,1864,1425,1240,1629,1632,870,1685,1432,84.35,4059.35,1
2142,3520,2055,2911,63.0,3811,1800,1438,2105,1864,1425,1240,1629,1632,997,1685,927,79.8,5034.05,0
2070,3520,2157,2911,1.0,3811,1800,1867,2105,1441,1880,2065,1676,1673,2345,2527,962,79.15,79.15,0
2142,3520,2157,2911,2.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,1685,1432,74.95,151.75,0
2070,3520,2157,2911,16.0,3811,2011,1438,2105,1441,1880,1240,1676,1673,2345,2527,962,53.9,834.15,1
2142,3520,2055,2911,58.0,3811,2011,1438,2105,1864,1425,2065,1676,1673,870,1685,927,64.622374368519,2878.55,0
2142,3520,2157,2911,2.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,927,73.25,131.05,1
2142,3520,2157,2911,22.0,3811,1800,1867,1200,1864,1880,2065,1629,1632,2345,2527,891,101.35,2317.1,1
2070,3520,2055,2911,21.0,3811,2011,1438,1200,1864,1425,1240,1629,1632,870,1685,962,80.9,1714.95,0
2070,3520,2157,1301,18.0,3811,1800,1438,1200,1864,1880,2065,1676,1632,2345,1685,1432,64.622374368519,1166.7,0
2070,3520,2055,1301,12.0,401,401,1438,2105,1441,1880,2065,1676,1673,2345,1685,962,29.2,309.1,1
2070,692,2157,2911,2.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,891,70.2,115.95,1
2070,3520,2055,2911,54.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,20.05,1102.4,0
2142,3520,2157,2911,1.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.8,19.8,1
2142,3520,2055,2911,65.0,3811,1800,1867,2105,1441,1880,2065,1629,1673,2345,2527,891,91.85,5940.85,1
2142,3520,2157,2911,22.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.3,475.1,0
2142,3520,2157,2911,4.0,401,401,1438,2105,1864,1880,1240,1676,1673,2345,1685,1432,30.5,118.4,0
2070,3520,2157,2911,29.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,20.0,599.3,0
2142,3520,2055,2911,57.0,3811,2011,1438,1200,1864,1880,1240,1676,1673,2345,1685,1432,55.7,3171.6,0
2070,3520,2055,2911,69.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,2527,1432,116.0,8182.85,0
2142,3520,2157,2911,4.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.4,93.4,0
2070,3520,2157,2911,25.0,3811,1800,907,907,907,907,907,907,907,997,1685,927,24.75,692.1,1
2070,692,2055,2911,71.0,3811,2011,1867,1200,1441,1425,1240,1629,1632,997,2527,891,109.7,7904.25,0
2070,3520,2157,2911,54.0,3811,1800,1867,2105,1864,1425,1240,1676,1632,997,2527,891,95.1,5064.85,0
2070,3520,2157,2911,22.0,401,401,1438,2105,1441,1880,2065,1629,1632,2345,2527,1432,50.35,1098.85,0
2070,3520,2157,2911,38.0,3811,2011,907,907,907,907,907,907,907,870,1685,962,19.3,755.5,0
2070,3520,2055,2911,5.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,1432,68.95,351.5,0
2070,3520,2157,1301,11.0,401,401,1438,1200,1864,1880,1240,1676,1673,870,2527,962,36.05,402.6,0
2070,692,2157,2911,44.0,3811,2011,1867,2105,1441,1425,2065,1676,1632,870,1685,927,89.15,3990.75,0
2142,3520,2055,1301,40.0,3811,2011,907,907,907,907,907,907,907,2345,2527,891,20.4,745.3,0
2142,3520,2157,2911,25.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,20.6,541.5,0
2070,3520,2055,2911,52.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,2345,2527,927,64.622374368519,5138.1,0
2070,692,2157,2911,1.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,25.2,25.2,1
2070,3520,2157,2911,42.0,3811,1800,1867,1200,1864,1425,2065,1629,1632,2345,2527,1432,105.2,4400.75,1
2070,692,2055,1301,32.0,3811,1800,1867,2105,1441,1880,2065,1629,1632,2345,2527,1432,100.4,3217.65,0
2070,692,2157,2911,14.0,401,401,1438,1200,1864,1425,1240,1676,1673,997,1685,962,39.7,692.35,0
2070,3520,2157,2911,1.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,1685,1432,50.15,50.15,0
2142,3520,2157,2911,1.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,2527,962,64.622374368519,45.7,1
2142,3520,2055,1301,69.0,3811,2011,907,907,907,907,907,907,907,997,1685,891,20.2,1376.5,0
2142,692,2157,2911,5.0,3811,2011,1438,2105,1864,1425,2065,1676,1673,2345,1685,1432,50.35,237.25,1
2142,3520,2055,1301,69.0,3811,1800,1867,2105,1441,1425,2065,1629,1673,870,1685,927,95.75,6511.25,0
2070,3520,2157,2911,52.0,401,401,1438,1200,1441,1425,2065,1629,1632,997,2527,891,58.75,3038.55,0
2142,3520,2055,2911,42.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,2345,2527,891,106.15,4512.7,1
2070,692,2157,2911,60.0,3811,1800,1867,2105,1864,1425,1240,1629,1632,870,2527,1432,106.0,6441.4,1
2142,3520,2157,2911,4.0,3811,2011,1438,2105,1864,1880,1240,1629,1673,2345,2527,1432,61.3,249.4,0
2142,3520,2055,2911,60.0,3811,1800,1867,2105,1441,1425,2065,1629,1673,2345,2527,1432,95.75,5742.9,1
2142,3520,2055,1301,24.0,3811,2011,907,907,907,907,907,907,907,870,2527,927,20.8,469.65,0
2142,3520,2055,1301,43.0,3811,1800,1867,1200,1864,1425,1240,1676,1673,870,2527,927,91.25,4013.8,0
2142,3520,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,95.45,95.45,1
2070,3520,2157,2911,71.0,3811,1800,1867,1200,1441,1425,1240,1629,1632,997,1685,962,111.3,7985.9,0
2142,3520,2157,2911,17.0,3811,1800,1867,2105,1864,1425,1240,1676,1632,2345,2527,891,95.65,1640,0
2142,3520,2157,2911,2.0,3811,1800,907,907,907,907,907,907,907,2345,1685,962,24.85,62,0
2070,3520,2055,1301,43.0,3811,1800,1867,2105,1864,1425,2065,1629,1632,2345,2527,891,99.3,4209.95,0
2142,692,2157,2911,26.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,19.3,504.2,0
2070,3520,2055,1301,57.0,3811,2011,1438,1200,1441,1880,2065,1676,1673,870,1685,1432,53.45,3053,0
2070,3520,2157,2911,6.0,401,401,1438,1200,1441,1425,1240,1629,1632,997,2527,962,63.4,348.8,0
2142,3520,2055,1301,49.0,3811,1800,1867,2105,1441,1425,2065,1629,1673,870,2527,1432,93.65,4520.15,0
2142,3520,2157,2911,26.0,3811,2011,907,907,907,907,907,907,907,2345,2527,1432,20.3,511.25,0
2142,3520,2157,2911,1.0,3811,1800,1867,2105,1864,1880,2065,1629,1673,2345,1685,1432,84.5,84.5,1
2142,692,2157,2911,5.0,401,401,1438,2105,1864,1425,1240,1629,1673,2345,1685,927,45.4,214.75,0
2142,692,2157,2911,67.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,962,75.7,5060.85,0
2142,3520,2157,2911,11.0,3811,2011,1867,2105,1441,1880,2065,1676,1673,2345,1685,1432,74.95,815.5,1
2142,3520,2157,2911,10.0,3811,1800,907,907,907,907,907,907,907,2345,2527,1432,24.0,226.55,0
2142,3520,2157,2911,65.0,3811,2011,907,907,907,907,907,907,907,997,2527,927,19.55,1218.65,0
2142,3520,2055,1301,72.0,3811,1800,1438,1200,1441,1425,1240,1629,1673,997,2527,891,80.85,5727.45,0
2142,3520,2157,2911,3.0,3811,1800,1438,2105,1864,1880,2065,1676,1673,2345,1685,891,50.4,137.25,0
2070,3520,2055,2911,71.0,3811,2011,907,907,907,907,907,907,907,997,1685,927,19.1,1372.45,0
2142,3520,2055,2911,5.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,24.95,100.4,1
2142,3520,2055,2911,71.0,3811,1800,1867,2105,1441,1425,1240,1629,1632,997,2527,927,108.6,7690.9,1
2070,692,2157,2911,34.0,401,401,1438,2105,1441,1425,2065,1629,1632,2345,2527,1432,56.25,1765.95,0
2142,692,2055,2911,66.0,3811,1800,1867,2105,1864,1880,1240,1629,1632,2345,2527,927,100.05,6871.9,1
2142,692,2055,2911,13.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,1685,891,70.45,849.1,0
2142,3520,2157,2911,2.0,3811,2011,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,64.622374368519,81.25,1
2070,3520,2157,2911,6.0,3811,2011,1438,1200,1441,1880,2065,1676,1673,2345,1685,962,64.622374368519,322.9,0
2070,3520,2055,1301,50.0,3811,2011,1867,2105,1864,1880,2065,1676,1673,2345,2527,891,69.75,3557.7,0
2070,692,2157,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,89.3,89.3,1
2142,692,2157,2911,50.0,3811,1800,1867,2105,1864,1880,2065,1629,1632,2345,2527,1432,95.7,4816.7,1
2142,692,2157,2911,16.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,891,74.45,1261.35,0
2142,3520,2055,1301,72.0,3811,1800,907,907,907,907,907,907,907,997,2527,891,25.2,1798.9,0
2070,3520,2157,2911,25.0,3811,2011,1438,1200,1864,1880,1240,1629,1632,2345,2527,927,76.15,1992.95,0
2070,3520,2055,2911,25.0,3811,2011,1438,1200,1441,1880,1240,1676,1632,2345,2527,962,71.05,1837.7,0
2142,3520,2157,1301,1.0,3811,2011,1438,2105,1441,1880,2065,1676,1673,2345,2527,1432,49.9,49.9,0
2142,3520,2055,1301,68.0,3811,1800,1438,2105,1441,1880,1240,1676,1632,997,1685,927,70.8,4859.95,0
2142,3520,2055,1301,42.0,3811,2011,907,907,907,907,907,907,907,997,1685,962,19.35,867.3,0
2142,3520,2157,2911,39.0,3811,1800,1867,2105,1864,1880,2065,1676,1673,2345,2527,927,73.15,2730.85,0
2142,3520,2157,2911,31.0,3811,2011,1867,2105,1441,1425,2065,1629,1632,2345,2527,1432,101.4,3143.65,0
2142,3520,2157,1301,4.0,3811,2011,1438,1200,1864,1880,2065,1676,1673,2345,2527,1432,49.4,184.4,1
2142,692,2157,2911,32.0,3811,2011,907,907,907,907,907,907,907,870,1685,927,19.8,587.7,0
2070,3520,2055,1301,70.0,3811,1800,1438,1200,1864,1880,1240,1629,1632,997,2527,891,80.6,5460.2,0
2070,3520,2157,2911,70.0,401,401,1438,1200,1441,1425,1240,1676,1673,997,2527,891,44.6,3058.15,0
2142,3520,2157,1301,37.0,3811,2011,1438,1200,1441,1880,1240,1676,1673,997,1685,927,61.45,2302.35,0
2070,3520,2055,2911,1.0,3811,2011,1867,2105,1864,1880,2065,1629,1673,2345,2527,891,79.35,79.35,1
2070,3520,2055,2911,70.0,401,401,1438,1200,1864,1425,1240,1676,1632,997,2527,891,49.85,3370.2,0
2070,3520,2157,2911,23.0,3811,2011,1867,2105,1441,1880,1240,1676,1673,2345,2527,962,79.1,1783.75,0
2070,3520,2157,2911,56.0,3811,1800,1867,2105,1441,1880,1240,1629,1632,2345,2527,891,64.622374368519,5916.95,0
2070,3520,2055,1301,72.0,401,401,1438,1200,1441,1425,1240,1629,1632,997,1685,891,65.7,4575.35,0
2142,3520,2055,1301,65.0,3811,1800,907,907,907,907,907,907,907,997,1685,927,24.75,1715.1,0
2142,3520,2157,2911,3.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,1685,1432,25.1,79.8,0
2070,3520,2055,1301,47.0,401,401,1438,1200,1441,1425,2065,1629,1632,997,2527,927,60.0,2768.65,0
2142,3520,2157,2911,9.0,401,401,1438,2105,1864,1880,2065,1676,1673,2345,2527,1432,24.95,190.25,0
2070,3520,2157,2911,8.0,3811,2011,907,907,907,907,907,907,907,2345,1685,962,19.2,156.85,0
